reparto de tiempos, opcion=7 (GPU, pipeline de 7 fases)
tiempo total (bucle bloques+pasos), s =        71.2049
 
-- dentro de pasodmc_gpu_pipeline --
sincroniza_globales_gpu                                     0.0352 s  (  0.049 % del total)
empaquetar AoS->SoA (host)                                  2.5117 s  (  3.527 % del total)
copia host->device (H2D)                                    0.5990 s  (  0.841 % del total)
lanza_pipeline (grafo CUDA, device)                        60.8117 s  ( 85.404 % del total)
copia device->host (D2H)                                    0.9574 s  (  1.345 % del total)
desempaquetar SoA->AoS (host)                               3.7684 s  (  5.292 % del total)
reparticion/compactacion                                    0.8704 s  (  1.222 % del total)
 
-- fuera de pasodmc_gpu_pipeline, en el bucle de pasos --
dmcsumapaso (energias)                                      0.0154 s  (  0.022 % del total)
denssumapaso (densidades, O(natom^2)/walker)                0.0256 s  (  0.036 % del total)
difussumapaso (difusion, solo primeros ndifus pasos)        0.1958 s  (  0.275 % del total)
 
CONVERSION AoS<->SoA total (pack+H2D+D2H+unpack)            7.8366 s  ( 11.006 % del total)
ESTADISTICAS total (dmcsuma+denssuma+difussuma)             0.2368 s  (  0.333 % del total)
pasodmc_gpu_pipeline completo                              70.6015 s  ( 99.153 % del total)
otros (E/S por bloque, promedios...)                        0.3666 s  (  0.515 % del total)
