reparto de tiempos, opcion=7 (GPU, pipeline de 7 fases)
tiempo total (bucle bloques+pasos), s =        42.6027
 
-- dentro de pasodmc_gpu_pipeline --
sincroniza_globales_gpu                                     0.0210 s  (  0.049 % del total)
empaquetar AoS->SoA (host)                                  0.8246 s  (  1.936 % del total)
copia host->device (H2D)                                    0.3117 s  (  0.732 % del total)
lanza_pipeline (grafo CUDA, device)                        37.9922 s  ( 89.178 % del total)
copia device->host (D2H)                                    0.5309 s  (  1.246 % del total)
desempaquetar SoA->AoS (host)                               1.7713 s  (  4.158 % del total)
reparticion/compactacion                                    0.3647 s  (  0.856 % del total)
 
-- fuera de pasodmc_gpu_pipeline, en el bucle de pasos --
dmcsumapaso (energias)                                      0.0050 s  (  0.012 % del total)
denssumapaso (densidades, O(natom^2)/walker)                0.0268 s  (  0.063 % del total)
difussumapaso (difusion, solo primeros ndifus pasos)        0.0857 s  (  0.201 % del total)
 
CONVERSION AoS<->SoA total (pack+H2D+D2H+unpack)            3.4386 s  (  8.071 % del total)
ESTADISTICAS total (dmcsuma+denssuma+difussuma)             0.1175 s  (  0.276 % del total)
pasodmc_gpu_pipeline completo                              42.1625 s  ( 98.967 % del total)
otros (E/S por bloque, promedios...)                        0.3228 s  (  0.758 % del total)
